id,SKU_ID,Base_ID,Title,Price,Description,Stock,Release_Year,Storage,Screen_Size,Color
464,464,3,"NextGen ProMax - 128GB, 6.5"", Purple",916.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,128GB,"6.5""",Purple
465,465,3,"NextGen ProMax - 128GB, 6.7"", Black",946.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,128GB,"6.7""",Black
466,466,3,"NextGen ProMax - 128GB, 6.7"", White",946.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,128GB,"6.7""",White
467,467,3,"NextGen ProMax - 128GB, 6.7"", Blue",946.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,128GB,"6.7""",Blue
468,468,3,"NextGen ProMax - 128GB, 6.7"", Red",946.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,128GB,"6.7""",Red
469,469,3,"NextGen ProMax - 128GB, 6.7"", Green",946.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,128GB,"6.7""",Green
470,470,3,"NextGen ProMax - 128GB, 6.7"", Silver",946.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,128GB,"6.7""",Silver
471,471,3,"NextGen ProMax - 128GB, 6.7"", Gold",946.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,128GB,"6.7""",Gold
472,472,3,"NextGen ProMax - 128GB, 6.7"", Purple",946.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,128GB,"6.7""",Purple
473,473,3,"NextGen ProMax - 128GB, 7.1"", Black",976.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,128GB,"7.1""",Black
474,474,3,"NextGen ProMax - 128GB, 7.1"", White",976.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,128GB,"7.1""",White
475,475,3,"NextGen ProMax - 128GB, 7.1"", Blue",976.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,128GB,"7.1""",Blue
476,476,3,"NextGen ProMax - 128GB, 7.1"", Red",976.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,128GB,"7.1""",Red
477,477,3,"NextGen ProMax - 128GB, 7.1"", Green",976.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,128GB,"7.1""",Green
478,478,3,"NextGen ProMax - 128GB, 7.1"", Silver",976.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,128GB,"7.1""",Silver
479,479,3,"NextGen ProMax - 128GB, 7.1"", Gold",976.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,128GB,"7.1""",Gold
480,480,3,"NextGen ProMax - 128GB, 7.1"", Purple",976.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,128GB,"7.1""",Purple
481,481,3,"NextGen ProMax - 256GB, 5.8"", Black",906.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,256GB,"5.8""",Black
482,482,3,"NextGen ProMax - 256GB, 5.8"", White",906.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,256GB,"5.8""",White
483,483,3,"NextGen ProMax - 256GB, 5.8"", Blue",906.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,256GB,"5.8""",Blue
484,484,3,"NextGen ProMax - 256GB, 5.8"", Red",906.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,256GB,"5.8""",Red
485,485,3,"NextGen ProMax - 256GB, 5.8"", Green",906.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,256GB,"5.8""",Green
486,486,3,"NextGen ProMax - 256GB, 5.8"", Silver",906.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,256GB,"5.8""",Silver
487,487,3,"NextGen ProMax - 256GB, 5.8"", Gold",906.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,256GB,"5.8""",Gold
488,488,3,"NextGen ProMax - 256GB, 5.8"", Purple",906.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,256GB,"5.8""",Purple
489,489,3,"NextGen ProMax - 256GB, 6.1"", Black",936.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,256GB,"6.1""",Black
490,490,3,"NextGen ProMax - 256GB, 6.1"", White",936.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,256GB,"6.1""",White
491,491,3,"NextGen ProMax - 256GB, 6.1"", Blue",936.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,256GB,"6.1""",Blue
492,492,3,"NextGen ProMax - 256GB, 6.1"", Red",936.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,256GB,"6.1""",Red
493,493,3,"NextGen ProMax - 256GB, 6.1"", Green",936.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,256GB,"6.1""",Green
494,494,3,"NextGen ProMax - 256GB, 6.1"", Silver",936.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,256GB,"6.1""",Silver
495,495,3,"NextGen ProMax - 256GB, 6.1"", Gold",936.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,256GB,"6.1""",Gold
496,496,3,"NextGen ProMax - 256GB, 6.1"", Purple",936.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,256GB,"6.1""",Purple
497,497,3,"NextGen ProMax - 256GB, 6.5"", Black",966.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,256GB,"6.5""",Black
498,498,3,"NextGen ProMax - 256GB, 6.5"", White",966.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,256GB,"6.5""",White
499,499,3,"NextGen ProMax - 256GB, 6.5"", Blue",966.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,256GB,"6.5""",Blue
500,500,3,"NextGen ProMax - 256GB, 6.5"", Red",966.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,256GB,"6.5""",Red
501,501,3,"NextGen ProMax - 256GB, 6.5"", Green",966.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,256GB,"6.5""",Green
502,502,3,"NextGen ProMax - 256GB, 6.5"", Silver",966.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,256GB,"6.5""",Silver
503,503,3,"NextGen ProMax - 256GB, 6.5"", Gold",966.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,256GB,"6.5""",Gold
504,504,3,"NextGen ProMax - 256GB, 6.5"", Purple",966.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,256GB,"6.5""",Purple
505,505,3,"NextGen ProMax - 256GB, 6.7"", Black",996.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,256GB,"6.7""",Black
506,506,3,"NextGen ProMax - 256GB, 6.7"", White",996.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,256GB,"6.7""",White
507,507,3,"NextGen ProMax - 256GB, 6.7"", Blue",996.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,256GB,"6.7""",Blue
508,508,3,"NextGen ProMax - 256GB, 6.7"", Red",996.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,256GB,"6.7""",Red
509,509,3,"NextGen ProMax - 256GB, 6.7"", Green",996.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,256GB,"6.7""",Green
510,510,3,"NextGen ProMax - 256GB, 6.7"", Silver",996.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,256GB,"6.7""",Silver
511,511,3,"NextGen ProMax - 256GB, 6.7"", Gold",996.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,256GB,"6.7""",Gold
512,512,3,"NextGen ProMax - 256GB, 6.7"", Purple",996.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,256GB,"6.7""",Purple
513,513,3,"NextGen ProMax - 256GB, 7.1"", Black",1026.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,256GB,"7.1""",Black
514,514,3,"NextGen ProMax - 256GB, 7.1"", White",1026.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,256GB,"7.1""",White
515,515,3,"NextGen ProMax - 256GB, 7.1"", Blue",1026.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,256GB,"7.1""",Blue
516,516,3,"NextGen ProMax - 256GB, 7.1"", Red",1026.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,256GB,"7.1""",Red
517,517,3,"NextGen ProMax - 256GB, 7.1"", Green",1026.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,256GB,"7.1""",Green
518,518,3,"NextGen ProMax - 256GB, 7.1"", Silver",1026.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,256GB,"7.1""",Silver
519,519,3,"NextGen ProMax - 256GB, 7.1"", Gold",1026.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,256GB,"7.1""",Gold
520,520,3,"NextGen ProMax - 256GB, 7.1"", Purple",1026.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,256GB,"7.1""",Purple
521,521,3,"NextGen ProMax - 512GB, 5.8"", Black",956.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,512GB,"5.8""",Black
522,522,3,"NextGen ProMax - 512GB, 5.8"", White",956.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,512GB,"5.8""",White
523,523,3,"NextGen ProMax - 512GB, 5.8"", Blue",956.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,512GB,"5.8""",Blue
524,524,3,"NextGen ProMax - 512GB, 5.8"", Red",956.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,512GB,"5.8""",Red
525,525,3,"NextGen ProMax - 512GB, 5.8"", Green",956.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,512GB,"5.8""",Green
526,526,3,"NextGen ProMax - 512GB, 5.8"", Silver",956.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,512GB,"5.8""",Silver
527,527,3,"NextGen ProMax - 512GB, 5.8"", Gold",956.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,512GB,"5.8""",Gold
528,528,3,"NextGen ProMax - 512GB, 5.8"", Purple",956.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,512GB,"5.8""",Purple
529,529,3,"NextGen ProMax - 512GB, 6.1"", Black",986.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,512GB,"6.1""",Black
530,530,3,"NextGen ProMax - 512GB, 6.1"", White",986.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,512GB,"6.1""",White
531,531,3,"NextGen ProMax - 512GB, 6.1"", Blue",986.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,512GB,"6.1""",Blue
532,532,3,"NextGen ProMax - 512GB, 6.1"", Red",986.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,512GB,"6.1""",Red
533,533,3,"NextGen ProMax - 512GB, 6.1"", Green",986.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,512GB,"6.1""",Green
534,534,3,"NextGen ProMax - 512GB, 6.1"", Silver",986.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,512GB,"6.1""",Silver
535,535,3,"NextGen ProMax - 512GB, 6.1"", Gold",986.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,512GB,"6.1""",Gold
536,536,3,"NextGen ProMax - 512GB, 6.1"", Purple",986.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,512GB,"6.1""",Purple
537,537,3,"NextGen ProMax - 512GB, 6.5"", Black",1016.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,512GB,"6.5""",Black
538,538,3,"NextGen ProMax - 512GB, 6.5"", White",1016.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,512GB,"6.5""",White
539,539,3,"NextGen ProMax - 512GB, 6.5"", Blue",1016.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,512GB,"6.5""",Blue
540,540,3,"NextGen ProMax - 512GB, 6.5"", Red",1016.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,512GB,"6.5""",Red
541,541,3,"NextGen ProMax - 512GB, 6.5"", Green",1016.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,512GB,"6.5""",Green
542,542,3,"NextGen ProMax - 512GB, 6.5"", Silver",1016.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,512GB,"6.5""",Silver
543,543,3,"NextGen ProMax - 512GB, 6.5"", Gold",1016.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,512GB,"6.5""",Gold
544,544,3,"NextGen ProMax - 512GB, 6.5"", Purple",1016.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,512GB,"6.5""",Purple
545,545,3,"NextGen ProMax - 512GB, 6.7"", Black",1046.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,512GB,"6.7""",Black
546,546,3,"NextGen ProMax - 512GB, 6.7"", White",1046.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,512GB,"6.7""",White
547,547,3,"NextGen ProMax - 512GB, 6.7"", Blue",1046.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,512GB,"6.7""",Blue
548,548,3,"NextGen ProMax - 512GB, 6.7"", Red",1046.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,512GB,"6.7""",Red
549,549,3,"NextGen ProMax - 512GB, 6.7"", Green",1046.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,512GB,"6.7""",Green
550,550,3,"NextGen ProMax - 512GB, 6.7"", Silver",1046.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,512GB,"6.7""",Silver
551,551,3,"NextGen ProMax - 512GB, 6.7"", Gold",1046.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,512GB,"6.7""",Gold
552,552,3,"NextGen ProMax - 512GB, 6.7"", Purple",1046.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,512GB,"6.7""",Purple
553,553,3,"NextGen ProMax - 512GB, 7.1"", Black",1076.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,512GB,"7.1""",Black
554,554,3,"NextGen ProMax - 512GB, 7.1"", White",1076.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,512GB,"7.1""",White
555,555,3,"NextGen ProMax - 512GB, 7.1"", Blue",1076.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,512GB,"7.1""",Blue
556,556,3,"NextGen ProMax - 512GB, 7.1"", Red",1076.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,512GB,"7.1""",Red
557,557,3,"NextGen ProMax - 512GB, 7.1"", Green",1076.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,512GB,"7.1""",Green
558,558,3,"NextGen ProMax - 512GB, 7.1"", Silver",1076.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,512GB,"7.1""",Silver
559,559,3,"NextGen ProMax - 512GB, 7.1"", Gold",1076.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,512GB,"7.1""",Gold
560,560,3,"NextGen ProMax - 512GB, 7.1"", Purple",1076.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,512GB,"7.1""",Purple
561,561,3,"NextGen ProMax - 1TB, 5.8"", Black",1006.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,1TB,"5.8""",Black
562,562,3,"NextGen ProMax - 1TB, 5.8"", White",1006.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,1TB,"5.8""",White
563,563,3,"NextGen ProMax - 1TB, 5.8"", Blue",1006.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,1TB,"5.8""",Blue
564,564,3,"NextGen ProMax - 1TB, 5.8"", Red",1006.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,1TB,"5.8""",Red
565,565,3,"NextGen ProMax - 1TB, 5.8"", Green",1006.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,1TB,"5.8""",Green
566,566,3,"NextGen ProMax - 1TB, 5.8"", Silver",1006.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,1TB,"5.8""",Silver
567,567,3,"NextGen ProMax - 1TB, 5.8"", Gold",1006.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,1TB,"5.8""",Gold
568,568,3,"NextGen ProMax - 1TB, 5.8"", Purple",1006.41,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,1TB,"5.8""",Purple
569,569,3,"NextGen ProMax - 1TB, 6.1"", Black",1036.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,1TB,"6.1""",Black
570,570,3,"NextGen ProMax - 1TB, 6.1"", White",1036.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,1TB,"6.1""",White
571,571,3,"NextGen ProMax - 1TB, 6.1"", Blue",1036.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,1TB,"6.1""",Blue
572,572,3,"NextGen ProMax - 1TB, 6.1"", Red",1036.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,1TB,"6.1""",Red
573,573,3,"NextGen ProMax - 1TB, 6.1"", Green",1036.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,1TB,"6.1""",Green
574,574,3,"NextGen ProMax - 1TB, 6.1"", Silver",1036.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,1TB,"6.1""",Silver
575,575,3,"NextGen ProMax - 1TB, 6.1"", Gold",1036.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,1TB,"6.1""",Gold
576,576,3,"NextGen ProMax - 1TB, 6.1"", Purple",1036.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,1TB,"6.1""",Purple
577,577,3,"NextGen ProMax - 1TB, 6.5"", Black",1066.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,1TB,"6.5""",Black
578,578,3,"NextGen ProMax - 1TB, 6.5"", White",1066.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,1TB,"6.5""",White
579,579,3,"NextGen ProMax - 1TB, 6.5"", Blue",1066.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,1TB,"6.5""",Blue
580,580,3,"NextGen ProMax - 1TB, 6.5"", Red",1066.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,1TB,"6.5""",Red
581,581,3,"NextGen ProMax - 1TB, 6.5"", Green",1066.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,1TB,"6.5""",Green
582,582,3,"NextGen ProMax - 1TB, 6.5"", Silver",1066.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,1TB,"6.5""",Silver
583,583,3,"NextGen ProMax - 1TB, 6.5"", Gold",1066.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,1TB,"6.5""",Gold
584,584,3,"NextGen ProMax - 1TB, 6.5"", Purple",1066.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,1TB,"6.5""",Purple
585,585,3,"NextGen ProMax - 1TB, 6.7"", Black",1096.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,1TB,"6.7""",Black
586,586,3,"NextGen ProMax - 1TB, 6.7"", White",1096.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,1TB,"6.7""",White
587,587,3,"NextGen ProMax - 1TB, 6.7"", Blue",1096.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,1TB,"6.7""",Blue
588,588,3,"NextGen ProMax - 1TB, 6.7"", Red",1096.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,1TB,"6.7""",Red
589,589,3,"NextGen ProMax - 1TB, 6.7"", Green",1096.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,1TB,"6.7""",Green
590,590,3,"NextGen ProMax - 1TB, 6.7"", Silver",1096.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,1TB,"6.7""",Silver
591,591,3,"NextGen ProMax - 1TB, 6.7"", Gold",1096.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,1TB,"6.7""",Gold
592,592,3,"NextGen ProMax - 1TB, 6.7"", Purple",1096.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,1TB,"6.7""",Purple
593,593,3,"NextGen ProMax - 1TB, 7.1"", Black",1126.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,1TB,"7.1""",Black
594,594,3,"NextGen ProMax - 1TB, 7.1"", White",1126.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,1TB,"7.1""",White
595,595,3,"NextGen ProMax - 1TB, 7.1"", Blue",1126.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,1TB,"7.1""",Blue
596,596,3,"NextGen ProMax - 1TB, 7.1"", Red",1126.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,1TB,"7.1""",Red
597,597,3,"NextGen ProMax - 1TB, 7.1"", Green",1126.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,1TB,"7.1""",Green
598,598,3,"NextGen ProMax - 1TB, 7.1"", Silver",1126.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,1TB,"7.1""",Silver
599,599,3,"NextGen ProMax - 1TB, 7.1"", Gold",1126.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,1TB,"7.1""",Gold
600,600,3,"NextGen ProMax - 1TB, 7.1"", Purple",1126.4099999999999,An ultra-slim smartphone with an impressive camera and long battery life.,468,2020,1TB,"7.1""",Purple
601,601,4,"SmartCom Fusion - 64GB, 5.8"", Black",406.14,The ultimate mobile experience with AI-enhanced performance and battery optimization.,16,2021,64GB,"5.8""",Black
602,602,4,"SmartCom Fusion - 64GB, 5.8"", White",406.14,The ultimate mobile experience with AI-enhanced performance and battery optimization.,16,2021,64GB,"5.8""",White
603,603,4,"SmartCom Fusion - 64GB, 5.8"", Blue",406.14,The ultimate mobile experience with AI-enhanced performance and battery optimization.,16,2021,64GB,"5.8""",Blue
604,604,4,"SmartCom Fusion - 64GB, 5.8"", Red",406.14,The ultimate mobile experience with AI-enhanced performance and battery optimization.,16,2021,64GB,"5.8""",Red
605,605,4,"SmartCom Fusion - 64GB, 5.8"", Green",406.14,The ultimate mobile experience with AI-enhanced performance and battery optimization.,16,2021,64GB,"5.8""",Green
606,606,4,"SmartCom Fusion - 64GB, 5.8"", Silver",406.14,The ultimate mobile experience with AI-enhanced performance and battery optimization.,16,2021,64GB,"5.8""",Silver
607,607,4,"SmartCom Fusion - 64GB, 5.8"", Gold",406.14,The ultimate mobile experience with AI-enhanced performance and battery optimization.,16,2021,64GB,"5.8""",Gold
608,608,4,"SmartCom Fusion - 64GB, 5.8"", Purple",406.14,The ultimate mobile experience with AI-enhanced performance and battery optimization.,16,2021,64GB,"5.8""",Purple
609,609,4,"SmartCom Fusion - 64GB, 6.1"", Black",436.14,The ultimate mobile experience with AI-enhanced performance and battery optimization.,16,2021,64GB,"6.1""",Black
610,610,4,"SmartCom Fusion - 64GB, 6.1"", White",436.14,The ultimate mobile experience with AI-enhanced performance and battery optimization.,16,2021,64GB,"6.1""",White
611,611,4,"SmartCom Fusion - 64GB, 6.1"", Blue",436.14,The ultimate mobile experience with AI-enhanced performance and battery optimization.,16,2021,64GB,"6.1""",Blue
612,612,4,"SmartCom Fusion - 64GB, 6.1"", Red",436.14,The ultimate mobile experience with AI-enhanced performance and battery optimization.,16,2021,64GB,"6.1""",Red
613,613,4,"SmartCom Fusion - 64GB, 6.1"", Green",436.14,The ultimate mobile experience with AI-enhanced performance and battery optimization.,16,2021,64GB,"6.1""",Green
614,614,4,"SmartCom Fusion - 64GB, 6.1"", Silver",436.14,The ultimate mobile experience with AI-enhanced performance and battery optimization.,16,2021,64GB,"6.1""",Silver
615,615,4,"SmartCom Fusion - 64GB, 6.1"", Gold",436.14,The ultimate mobile experience with AI-enhanced performance and battery optimization.,16,2021,64GB,"6.1""",Gold
616,616,4,"SmartCom Fusion - 64GB, 6.1"", Purple",436.14,The ultimate mobile experience with AI-enhanced performance and battery optimization.,16,2021,64GB,"6.1""",Purple
617,617,4,"SmartCom Fusion - 64GB, 6.5"", Black",466.14,The ultimate mobile experience with AI-enhanced performance and battery optimization.,16,2021,64GB,"6.5""",Black
618,618,4,"SmartCom Fusion - 64GB, 6.5"", White",466.14,The ultimate mobile experience with AI-enhanced performance and battery optimization.,16,2021,64GB,"6.5""",White
619,619,4,"SmartCom Fusion - 64GB, 6.5"", Blue",466.14,The ultimate mobile experience with AI-enhanced performance and battery optimization.,16,2021,64GB,"6.5""",Blue
620,620,4,"SmartCom Fusion - 64GB, 6.5"", Red",466.14,The ultimate mobile experience with AI-enhanced performance and battery optimization.,16,2021,64GB,"6.5""",Red
621,621,4,"SmartCom Fusion - 64GB, 6.5"", Green",466.14,The ultimate mobile experience with AI-enhanced performance and battery optimization.,16,2021,64GB,"6.5""",Green
622,622,4,"SmartCom Fusion - 64GB, 6.5"", Silver",466.14,The ultimate mobile experience with AI-enhanced performance and battery optimization.,16,2021,64GB,"6.5""",Silver
623,623,4,"SmartCom Fusion - 64GB, 6.5"", Gold",466.14,The ultimate mobile experience with AI-enhanced performance and battery optimization.,16,2021,64GB,"6.5""",Gold
624,624,4,"SmartCom Fusion - 64GB, 6.5"", Purple",466.14,The ultimate mobile experience with AI-enhanced performance and battery optimization.,16,2021,64GB,"6.5""",Purple
625,625,4,"SmartCom Fusion - 64GB, 6.7"", Black",496.14,The ultimate mobile experience with AI-enhanced performance and battery optimization.,16,2021,64GB,"6.7""",Black
626,626,4,"SmartCom Fusion - 64GB, 6.7"", White",496.14,The ultimate mobile experience with AI-enhanced performance and battery optimization.,16,2021,64GB,"6.7""",White
627,627,4,"SmartCom Fusion - 64GB, 6.7"", Blue",496.14,The ultimate mobile experience with AI-enhanced performance and battery optimization.,16,2021,64GB,"6.7""",Blue
628,628,4,"SmartCom Fusion - 64GB, 6.7"", Red",496.14,The ultimate mobile experience with AI-enhanced performance and battery optimization.,16,2021,64GB,"6.7""",Red
629,629,4,"SmartCom Fusion - 64GB, 6.7"", Green",496.14,The ultimate mobile experience with AI-enhanced performance and battery optimization.,16,2021,64GB,"6.7""",Green
630,630,4,"SmartCom Fusion - 64GB, 6.7"", Silver",496.14,The ultimate mobile experience with AI-enhanced performance and battery optimization.,16,2021,64GB,"6.7""",Silver
631,631,4,"SmartCom Fusion - 64GB, 6.7"", Gold",496.14,The ultimate mobile experience with AI-enhanced performance and battery optimization.,16,2021,64GB,"6.7""",Gold
632,632,4,"SmartCom Fusion - 64GB, 6.7"", Purple",496.14,The ultimate mobile experience with AI-enhanced performance and battery optimization.,16,2021,64GB,"6.7""",Purple
633,633,4,"SmartCom Fusion - 64GB, 7.1"", Black",526.14,The ultimate mobile experience with AI-enhanced performance and battery optimization.,16,2021,64GB,"7.1""",Black
634,634,4,"SmartCom Fusion - 64GB, 7.1"", White",526.14,The ultimate mobile experience with AI-enhanced performance and battery optimization.,16,2021,64GB,"7.1""",White
635,635,4,"SmartCom Fusion - 64GB, 7.1"", Blue",526.14,The ultimate mobile experience with AI-enhanced performance and battery optimization.,16,2021,64GB,"7.1""",Blue
636,636,4,"SmartCom Fusion - 64GB, 7.1"", Red",526.14,The ultimate mobile experience with AI-enhanced performance and battery optimization.,16,2021,64GB,"7.1""",Red
